NODE_ID,FLOOR,AISLE,COLUMN,__DEPOT__,n00001,n00002,n00003,n00004,n00005,n00006,n00007,n00008,n00009,n00010,n00011,n00012,n00013,n00014,n00015,n00016,n00017,n00018,n00019,n00020,n00021,n00022,n00023,n00024,n00025,n00026,n00027,n00028,n00029,n00030,n00031,n00032,n00033,n00034,n00035,n00036,n00037,n00038,n00039,n00040,n00041,n00042,n00043,n00044,n00045,n00046,n00047,n00048,n00049,n00050,n00051,n00052,n00053,n00054,n00055,n00056,n00057,n00058,n00059,n00060,n00061,n00062,n00063,n00064,n00065,n00066,n00067,n00068,n00069,n00070,n00071,n00072,n00073,n00074,n00075,n00076,n00077,n00078,n00079,n00080,n00081,n00082,n00083,n00084,n00085,n00086,n00087,n00088,n00089,n00090,n00091,n00092,n00093,n00094,n00095,n00096,n00097,n00098,n00099,n00100,n00101,n00102,n00103,n00104,n00105,n00106,n00107,n00108,n00109,n00110,n00111,n00112,n00113,n00114,n00115,n00116,n00117,n00118,n00119,n00120,n00121,n00122,n00123,n00124,n00125,n00126,n00127,n00128,n00129,n00130,n00131,n00132,n00133,n00134,n00135,n00136,n00137,n00138,n00139,n00140,n00141,n00142,n00143,n00144,n00145,n00146,n00147,n00148,n00149,n00150,n00151,n00152,n00153,n00154,n00155,n00156,n00157,n00158,n00159,n00160,n00161,n00162,n00163,n00164,n00165,n00166,n00167,n00168,n00169,n00170,n00171,n00172,n00173,n00174,n00175,n00176,n00177,n00178,n00179,n00180,n00181,n00182,n00183,n00184,n00185,n00186,n00187,n00188,n00189,n00190,n00191,n00192,n00193,n00194,n00195,n00196,n00197,n00198,n00199,n00200,n00201,n00202,n00203
n00179,MZN1,17,4,28.43,78.98,81.88,84.78,87.68,81.88,93.48,105.08,69.5,72.4,75.3,78.2,81.1,84,86.9,84,81.1,78.2,81.1,84,89.8,95.6,101.4,77.42,80.32,77.42,74.52,80.32,86.12,91.92,97.72,67.94,70.84,73.74,76.64,79.54,76.64,73.74,70.84,73.74,76.64,82.44,85.34,91.14,61.36,70.06,72.96,70.06,67.16,81.66,84.56,87.46,57.68,63.48,66.38,69.28,72.18,69.28,66.38,63.48,66.38,69.28,72.18,75.08,77.98,80.88,83.78,86.68,54,56.9,68.5,62.7,62.7,68.5,71.4,77.2,83,50.32,53.22,56.12,59.02,64.82,59.02,56.12,59.02,61.92,64.82,67.72,70.62,73.52,76.42,79.32,43.74,46.64,54.56,36.38,39.28,47.98,50.88,50.88,47.98,45.08,47.98,50.88,53.78,56.68,59.58,65.38,35.6,38.5,41.4,44.3,47.2,47.2,44.3,41.4,44.3,47.2,50.1,55.9,58.8,61.7,29.02,31.92,34.82,40.62,43.52,46.42,43.52,40.62,40.62,43.52,52.22,55.12,58.02,60.92,34.04,36.94,39.84,42.74,39.84,36.94,34.04,36.94,39.84,42.74,45.64,48.54,51.44,57.24,24.56,27.46,30.36,33.26,36.16,39.06,36.16,33.26,30.36,30.36,33.26,36.16,41.96,44.86,20.88,23.78,29.58,32.48,35.38,32.48,29.58,29.58,32.48,38.28,41.18,46.98,8.7,5.8,2.9,0,2.9,5.8,8.7,11.6,23,25.9,28.8,31.7,34.6,37.5,43.3,17.98,23.78,26.68,35.38,32.48,29.58,26.68,29.58,32.48,38.28,41.18,44.08,46.98
n00180,MZN1,17,5,31.33,81.88,84.78,87.68,84.78,78.98,90.58,102.18,72.4,75.3,78.2,81.1,84,86.9,84,81.1,78.2,75.3,78.2,81.1,86.9,92.7,98.5,80.32,83.22,74.52,71.62,77.42,83.22,89.02,94.82,70.84,73.74,76.64,79.54,76.64,73.74,70.84,67.94,70.84,73.74,79.54,82.44,88.24,64.26,72.96,70.06,67.16,64.26,78.76,81.66,84.56,60.58,66.38,69.28,72.18,69.28,66.38,63.48,60.58,63.48,66.38,69.28,72.18,75.08,77.98,80.88,83.78,56.9,59.8,65.6,59.8,59.8,65.6,68.5,74.3,80.1,53.22,56.12,59.02,61.92,61.92,56.12,53.22,56.12,59.02,61.92,64.82,67.72,70.62,73.52,76.42,46.64,49.54,51.66,39.28,42.18,50.88,53.78,47.98,45.08,42.18,45.08,47.98,50.88,53.78,56.68,62.48,38.5,41.4,44.3,47.2,50.1,44.3,41.4,38.5,41.4,44.3,47.2,53,55.9,58.8,31.92,34.82,37.72,43.52,46.42,43.52,40.62,37.72,37.72,40.62,49.32,52.22,55.12,58.02,36.94,39.84,42.74,39.84,36.94,34.04,31.14,34.04,36.94,39.84,42.74,45.64,48.54,54.34,27.46,30.36,33.26,36.16,39.06,36.16,33.26,30.36,27.46,27.46,30.36,33.26,39.06,41.96,23.78,26.68,32.48,35.38,32.48,29.58,26.68,26.68,29.58,35.38,38.28,44.08,11.6,8.7,5.8,2.9,0,2.9,5.8,8.7,20.1,23,25.9,28.8,31.7,34.6,40.4,20.88,26.68,29.58,32.48,29.58,26.68,23.78,26.68,29.58,35.38,38.28,41.18,44.08
n00181,MZN1,17,6,34.23,84.78,87.68,90.58,81.88,76.08,87.68,99.28,75.3,78.2,81.1,84,86.9,84,81.1,78.2,75.3,72.4,75.3,78.2,84,89.8,95.6,83.22,80.32,71.62,68.72,74.52,80.32,86.12,91.92,73.74,76.64,79.54,76.64,73.74,70.84,67.94,65.04,67.94,70.84,76.64,79.54,85.34,67.16,75.86,67.16,64.26,61.36,75.86,78.76,81.66,63.48,69.28,72.18,69.28,66.38,63.48,60.58,57.68,60.58,63.48,66.38,69.28,72.18,75.08,77.98,80.88,59.8,62.7,62.7,56.9,56.9,62.7,65.6,71.4,77.2,56.12,59.02,61.92,64.82,59.02,53.22,50.32,53.22,56.12,59.02,61.92,64.82,67.72,70.62,73.52,49.54,52.44,48.76,42.18,45.08,53.78,50.88,45.08,42.18,39.28,42.18,45.08,47.98,50.88,53.78,59.58,41.4,44.3,47.2,50.1,47.2,41.4,38.5,35.6,38.5,41.4,44.3,50.1,53,55.9,34.82,37.72,40.62,46.42,43.52,40.62,37.72,34.82,34.82,37.72,46.42,49.32,52.22,55.12,39.84,42.74,39.84,36.94,34.04,31.14,28.24,31.14,34.04,36.94,39.84,42.74,45.64,51.44,30.36,33.26,36.16,39.06,36.16,33.26,30.36,27.46,24.56,24.56,27.46,30.36,36.16,39.06,26.68,29.58,35.38,32.48,29.58,26.68,23.78,23.78,26.68,32.48,35.38,41.18,14.5,11.6,8.7,5.8,2.9,0,2.9,5.8,17.2,20.1,23,25.9,28.8,31.7,37.5,23.78,29.58,32.48,29.58,26.68,23.78,20.88,23.78,26.68,32.48,35.38,38.28,41.18
n00182,MZN1,17,7,37.13,87.68,90.58,87.68,78.98,73.18,84.78,96.38,78.2,81.1,84,86.9,84,81.1,78.2,75.3,72.4,69.5,72.4,75.3,81.1,86.9,92.7,80.32,77.42,68.72,65.82,71.62,77.42,83.22,89.02,76.64,79.54,76.64,73.74,70.84,67.94,65.04,62.14,65.04,67.94,73.74,76.64,82.44,70.06,72.96,64.26,61.36,58.46,72.96,75.86,78.76,66.38,72.18,69.28,66.38,63.48,60.58,57.68,54.78,57.68,60.58,63.48,66.38,69.28,72.18,75.08,77.98,62.7,65.6,59.8,54,54,59.8,62.7,68.5,74.3,59.02,61.92,64.82,61.92,56.12,50.32,47.42,50.32,53.22,56.12,59.02,61.92,64.82,67.72,70.62,52.44,55.34,45.86,45.08,47.98,50.88,47.98,42.18,39.28,36.38,39.28,42.18,45.08,47.98,50.88,56.68,44.3,47.2,50.1,47.2,44.3,38.5,35.6,32.7,35.6,38.5,41.4,47.2,50.1,53,37.72,40.62,43.52,43.52,40.62,37.72,34.82,31.92,31.92,34.82,43.52,46.42,49.32,52.22,42.74,39.84,36.94,34.04,31.14,28.24,25.34,28.24,31.14,34.04,36.94,39.84,42.74,48.54,33.26,36.16,39.06,36.16,33.26,30.36,27.46,24.56,21.66,21.66,24.56,27.46,33.26,36.16,29.58,32.48,32.48,29.58,26.68,23.78,20.88,20.88,23.78,29.58,32.48,38.28,17.4,14.5,11.6,8.7,5.8,2.9,0,2.9,14.3,17.2,20.1,23,25.9,28.8,34.6,26.68,32.48,35.38,26.68,23.78,20.88,17.98,20.88,23.78,29.58,32.48,35.38,38.28
n00183,MZN1,17,8,40.03,90.58,87.68,84.78,76.08,70.28,81.88,93.48,81.1,84,86.9,84,81.1,78.2,75.3,72.4,69.5,66.6,69.5,72.4,78.2,84,89.8,77.42,74.52,65.82,62.92,68.72,74.52,80.32,86.12,79.54,76.64,73.74,70.84,67.94,65.04,62.14,59.24,62.14,65.04,70.84,73.74,79.54,72.96,70.06,61.36,58.46,55.56,70.06,72.96,75.86,69.28,69.28,66.38,63.48,60.58,57.68,54.78,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,75.08,65.6,68.5,56.9,51.1,51.1,56.9,59.8,65.6,71.4,61.92,64.82,61.92,59.02,53.22,47.42,44.52,47.42,50.32,53.22,56.12,59.02,61.92,64.82,67.72,55.34,58.24,42.96,47.98,50.88,47.98,45.08,39.28,36.38,33.48,36.38,39.28,42.18,45.08,47.98,53.78,47.2,50.1,47.2,44.3,41.4,35.6,32.7,29.8,32.7,35.6,38.5,44.3,47.2,50.1,40.62,43.52,46.42,40.62,37.72,34.82,31.92,29.02,29.02,31.92,40.62,43.52,46.42,49.32,39.84,36.94,34.04,31.14,28.24,25.34,22.44,25.34,28.24,31.14,34.04,36.94,39.84,45.64,36.16,39.06,36.16,33.26,30.36,27.46,24.56,21.66,18.76,18.76,21.66,24.56,30.36,33.26,32.48,35.38,29.58,26.68,23.78,20.88,17.98,17.98,20.88,26.68,29.58,35.38,20.3,17.4,14.5,11.6,8.7,5.8,2.9,0,11.4,14.3,17.2,20.1,23,25.9,31.7,29.58,35.38,32.48,23.78,20.88,17.98,15.08,17.98,20.88,26.68,29.58,32.48,35.38
n00184,MZN1,17,11,51.43,84.78,81.88,78.98,70.28,64.48,76.08,87.68,86.9,84,81.1,78.2,75.3,72.4,69.5,66.6,63.7,60.8,63.7,66.6,72.4,78.2,84,71.62,68.72,60.02,57.12,62.92,68.72,74.52,80.32,73.74,70.84,67.94,65.04,62.14,59.24,56.34,53.44,56.34,59.24,65.04,67.94,73.74,72.96,64.26,55.56,52.66,49.76,64.26,67.16,70.06,69.28,63.48,60.58,57.68,54.78,51.88,48.98,46.08,48.98,51.88,54.78,57.68,60.58,63.48,66.38,69.28,65.6,62.7,51.1,45.3,45.3,51.1,54,59.8,65.6,61.92,59.02,56.12,53.22,47.42,41.62,38.72,41.62,44.52,47.42,50.32,53.22,56.12,59.02,61.92,61.14,58.24,37.16,53.78,50.88,42.18,39.28,33.48,30.58,27.68,30.58,33.48,36.38,39.28,42.18,47.98,47.2,44.3,41.4,38.5,35.6,29.8,26.9,24,26.9,29.8,32.7,38.5,41.4,44.3,46.42,43.52,40.62,34.82,31.92,29.02,26.12,23.22,23.22,26.12,34.82,37.72,40.62,43.52,34.04,31.14,28.24,25.34,22.44,19.54,16.64,19.54,22.44,25.34,28.24,31.14,34.04,39.84,36.16,33.26,30.36,27.46,24.56,21.66,18.76,15.86,12.96,12.96,15.86,18.76,24.56,27.46,32.48,29.58,23.78,20.88,17.98,15.08,12.18,12.18,15.08,20.88,23.78,29.58,31.7,28.8,25.9,23,20.1,17.2,14.3,11.4,0,2.9,5.8,8.7,11.6,14.5,20.3,35.38,29.58,26.68,17.98,15.08,12.18,9.28,12.18,15.08,20.88,23.78,26.68,29.58
n00185,MZN1,17,12,54.33,87.68,84.78,81.88,73.18,67.38,78.98,90.58,89.8,86.9,84,81.1,78.2,75.3,72.4,69.5,66.6,63.7,66.6,69.5,75.3,81.1,86.9,74.52,71.62,62.92,60.02,65.82,71.62,77.42,83.22,76.64,73.74,70.84,67.94,65.04,62.14,59.24,56.34,59.24,62.14,67.94,70.84,76.64,75.86,67.16,58.46,55.56,52.66,67.16,70.06,72.96,72.18,66.38,63.48,60.58,57.68,54.78,51.88,48.98,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,68.5,65.6,54,48.2,48.2,54,56.9,62.7,68.5,64.82,61.92,59.02,56.12,50.32,44.52,41.62,44.52,47.42,50.32,53.22,56.12,59.02,61.92,64.82,64.04,61.14,40.06,56.68,53.78,45.08,42.18,36.38,33.48,30.58,33.48,36.38,39.28,42.18,45.08,50.88,50.1,47.2,44.3,41.4,38.5,32.7,29.8,26.9,29.8,32.7,35.6,41.4,44.3,47.2,49.32,46.42,43.52,37.72,34.82,31.92,29.02,26.12,26.12,29.02,37.72,40.62,43.52,46.42,36.94,34.04,31.14,28.24,25.34,22.44,19.54,22.44,25.34,28.24,31.14,34.04,36.94,42.74,39.06,36.16,33.26,30.36,27.46,24.56,21.66,18.76,15.86,15.86,18.76,21.66,27.46,30.36,35.38,32.48,26.68,23.78,20.88,17.98,15.08,15.08,17.98,23.78,26.68,32.48,34.6,31.7,28.8,25.9,23,20.1,17.2,14.3,2.9,0,2.9,5.8,8.7,11.6,17.4,38.28,32.48,29.58,20.88,17.98,15.08,12.18,15.08,17.98,23.78,26.68,29.58,32.48
n00186,MZN1,17,13,57.23,90.58,87.68,84.78,76.08,70.28,81.88,87.68,92.7,89.8,86.9,84,81.1,78.2,75.3,72.4,69.5,66.6,69.5,72.4,78.2,84,84,77.42,74.52,65.82,62.92,68.72,74.52,80.32,80.32,79.54,76.64,73.74,70.84,67.94,65.04,62.14,59.24,62.14,65.04,70.84,73.74,79.54,78.76,70.06,61.36,58.46,55.56,70.06,72.96,75.86,75.08,69.28,66.38,63.48,60.58,57.68,54.78,51.88,54.78,57.68,60.58,63.48,66.38,69.28,72.18,69.28,71.4,68.5,56.9,51.1,51.1,56.9,59.8,65.6,65.6,67.72,64.82,61.92,59.02,53.22,47.42,44.52,47.42,50.32,53.22,56.12,59.02,61.92,64.82,61.92,66.94,64.04,42.96,59.58,56.68,47.98,45.08,39.28,36.38,33.48,36.38,39.28,42.18,45.08,47.98,53.78,53,50.1,47.2,44.3,41.4,35.6,32.7,29.8,32.7,35.6,38.5,44.3,47.2,50.1,52.22,49.32,46.42,40.62,37.72,34.82,31.92,29.02,29.02,31.92,40.62,43.52,46.42,43.52,39.84,36.94,34.04,31.14,28.24,25.34,22.44,25.34,28.24,31.14,34.04,36.94,39.84,39.84,41.96,39.06,36.16,33.26,30.36,27.46,24.56,21.66,18.76,18.76,21.66,24.56,30.36,33.26,38.28,35.38,29.58,26.68,23.78,20.88,17.98,17.98,20.88,26.68,29.58,35.38,37.5,34.6,31.7,28.8,25.9,23,20.1,17.2,5.8,2.9,0,2.9,5.8,8.7,14.5,41.18,35.38,32.48,23.78,20.88,17.98,15.08,17.98,20.88,26.68,29.58,32.48,35.38
n00187,MZN1,17,14,60.13,93.48,90.58,87.68,78.98,73.18,84.78,84.78,95.6,92.7,89.8,86.9,84,81.1,78.2,75.3,72.4,69.5,72.4,75.3,81.1,86.9,81.1,80.32,77.42,68.72,65.82,71.62,77.42,83.22,77.42,82.44,79.54,76.64,73.74,70.84,67.94,65.04,62.14,65.04,67.94,73.74,76.64,76.64,81.66,72.96,64.26,61.36,58.46,72.96,75.86,72.96,77.98,72.18,69.28,66.38,63.48,60.58,57.68,54.78,57.68,60.58,63.48,66.38,69.28,72.18,69.28,66.38,74.3,71.4,59.8,54,54,59.8,62.7,68.5,62.7,70.62,67.72,64.82,61.92,56.12,50.32,47.42,50.32,53.22,56.12,59.02,61.92,64.82,61.92,59.02,69.84,66.94,45.86,62.48,59.58,50.88,47.98,42.18,39.28,36.38,39.28,42.18,45.08,47.98,50.88,50.88,55.9,53,50.1,47.2,44.3,38.5,35.6,32.7,35.6,38.5,41.4,47.2,50.1,47.2,55.12,52.22,49.32,43.52,40.62,37.72,34.82,31.92,31.92,34.82,43.52,46.42,43.52,40.62,42.74,39.84,36.94,34.04,31.14,28.24,25.34,28.24,31.14,34.04,36.94,39.84,42.74,36.94,44.86,41.96,39.06,36.16,33.26,30.36,27.46,24.56,21.66,21.66,24.56,27.46,33.26,36.16,41.18,38.28,32.48,29.58,26.68,23.78,20.88,20.88,23.78,29.58,32.48,32.48,40.4,37.5,34.6,31.7,28.8,25.9,23,20.1,8.7,5.8,2.9,0,2.9,5.8,11.6,44.08,38.28,35.38,26.68,23.78,20.88,17.98,20.88,23.78,29.58,32.48,35.38,32.48
n00188,MZN1,17,15,63.03,96.38,93.48,90.58,81.88,76.08,87.68,81.88,98.5,95.6,92.7,89.8,86.9,84,81.1,78.2,75.3,72.4,75.3,78.2,84,84,78.2,83.22,80.32,71.62,68.72,74.52,80.32,80.32,74.52,85.34,82.44,79.54,76.64,73.74,70.84,67.94,65.04,67.94,70.84,76.64,79.54,73.74,84.56,75.86,67.16,64.26,61.36,75.86,72.96,70.06,80.88,75.08,72.18,69.28,66.38,63.48,60.58,57.68,60.58,63.48,66.38,69.28,72.18,69.28,66.38,63.48,77.2,74.3,62.7,56.9,56.9,62.7,65.6,65.6,59.8,73.52,70.62,67.72,64.82,59.02,53.22,50.32,53.22,56.12,59.02,61.92,64.82,61.92,59.02,56.12,72.74,69.84,48.76,65.38,62.48,53.78,50.88,45.08,42.18,39.28,42.18,45.08,47.98,50.88,53.78,47.98,58.8,55.9,53,50.1,47.2,41.4,38.5,35.6,38.5,41.4,44.3,50.1,47.2,44.3,58.02,55.12,52.22,46.42,43.52,40.62,37.72,34.82,34.82,37.72,46.42,43.52,40.62,37.72,45.64,42.74,39.84,36.94,34.04,31.14,28.24,31.14,34.04,36.94,39.84,42.74,39.84,34.04,47.76,44.86,41.96,39.06,36.16,33.26,30.36,27.46,24.56,24.56,27.46,30.36,36.16,39.06,44.08,41.18,35.38,32.48,29.58,26.68,23.78,23.78,26.68,32.48,35.38,29.58,43.3,40.4,37.5,34.6,31.7,28.8,25.9,23,11.6,8.7,5.8,2.9,0,2.9,8.7,46.98,41.18,38.28,29.58,26.68,23.78,20.88,23.78,26.68,32.48,35.38,32.48,29.58
n00189,MZN1,17,16,65.93,99.28,96.38,93.48,84.78,78.98,90.58,78.98,101.4,98.5,95.6,92.7,89.8,86.9,84,81.1,78.2,75.3,78.2,81.1,86.9,81.1,75.3,86.12,83.22,74.52,71.62,77.42,83.22,77.42,71.62,88.24,85.34,82.44,79.54,76.64,73.74,70.84,67.94,70.84,73.74,79.54,76.64,70.84,87.46,78.76,70.06,67.16,64.26,72.96,70.06,67.16,83.78,77.98,75.08,72.18,69.28,66.38,63.48,60.58,63.48,66.38,69.28,72.18,69.28,66.38,63.48,60.58,80.1,77.2,65.6,59.8,59.8,65.6,68.5,62.7,56.9,76.42,73.52,70.62,67.72,61.92,56.12,53.22,56.12,59.02,61.92,64.82,61.92,59.02,56.12,53.22,75.64,72.74,51.66,68.28,65.38,56.68,53.78,47.98,45.08,42.18,45.08,47.98,50.88,53.78,50.88,45.08,61.7,58.8,55.9,53,50.1,44.3,41.4,38.5,41.4,44.3,47.2,47.2,44.3,41.4,60.92,58.02,55.12,49.32,46.42,43.52,40.62,37.72,37.72,40.62,43.52,40.62,37.72,34.82,48.54,45.64,42.74,39.84,36.94,34.04,31.14,34.04,36.94,39.84,42.74,39.84,36.94,31.14,50.66,47.76,44.86,41.96,39.06,36.16,33.26,30.36,27.46,27.46,30.36,33.26,39.06,36.16,46.98,44.08,38.28,35.38,32.48,29.58,26.68,26.68,29.58,35.38,32.48,26.68,46.2,43.3,40.4,37.5,34.6,31.7,28.8,25.9,14.5,11.6,8.7,5.8,2.9,0,5.8,49.88,44.08,41.18,32.48,29.58,26.68,23.78,26.68,29.58,35.38,32.48,29.58,26.68
n00190,MZN1,17,18,71.73,105.08,102.18,99.28,90.58,84.78,84.78,73.18,107.2,104.3,101.4,98.5,95.6,92.7,89.8,86.9,84,81.1,84,86.9,81.1,75.3,69.5,91.92,89.02,80.32,77.42,83.22,77.42,71.62,65.82,94.04,91.14,88.24,85.34,82.44,79.54,76.64,73.74,76.64,79.54,73.74,70.84,65.04,93.26,84.56,75.86,72.96,70.06,67.16,64.26,61.36,89.58,83.78,80.88,77.98,75.08,72.18,69.28,66.38,69.28,72.18,69.28,66.38,63.48,60.58,57.68,54.78,85.9,83,71.4,65.6,65.6,65.6,62.7,56.9,51.1,82.22,79.32,76.42,73.52,67.72,61.92,59.02,61.92,64.82,61.92,59.02,56.12,53.22,50.32,47.42,81.44,78.54,57.46,74.08,71.18,62.48,59.58,53.78,50.88,47.98,50.88,53.78,50.88,47.98,45.08,39.28,67.5,64.6,61.7,58.8,55.9,50.1,47.2,44.3,47.2,50.1,47.2,41.4,38.5,35.6,66.72,63.82,60.92,55.12,52.22,49.32,46.42,43.52,43.52,46.42,37.72,34.82,31.92,29.02,54.34,51.44,48.54,45.64,42.74,39.84,36.94,39.84,42.74,39.84,36.94,34.04,31.14,25.34,56.46,53.56,50.66,47.76,44.86,41.96,39.06,36.16,33.26,33.26,36.16,39.06,33.26,30.36,52.78,49.88,44.08,41.18,38.28,35.38,32.48,32.48,35.38,29.58,26.68,20.88,52,49.1,46.2,43.3,40.4,37.5,34.6,31.7,20.3,17.4,14.5,11.6,8.7,5.8,0,55.68,49.88,46.98,38.28,35.38,32.48,29.58,32.48,35.38,29.58,26.68,23.78,20.88
n00191,MZN1,18,1,16.05,73.96,76.86,79.76,88.46,94.26,105.86,117.46,64.48,67.38,70.28,73.18,76.08,78.98,81.88,84.78,87.68,90.58,93.48,96.38,102.18,107.98,113.78,72.4,75.3,84,86.9,92.7,98.5,104.3,110.1,62.92,65.82,68.72,71.62,74.52,77.42,80.32,83.22,86.12,89.02,94.82,97.72,103.52,56.34,65.04,73.74,76.64,79.54,94.04,96.94,99.84,52.66,58.46,61.36,64.26,67.16,70.06,72.96,75.86,78.76,81.66,84.56,87.46,90.36,93.26,96.16,99.06,48.98,51.88,63.48,69.28,75.08,80.88,83.78,89.58,95.38,45.3,48.2,51.1,54,59.8,65.6,68.5,71.4,74.3,77.2,80.1,83,85.9,88.8,91.7,38.72,41.62,55.34,31.36,34.26,42.96,45.86,51.66,54.56,57.46,60.36,63.26,66.16,69.06,71.96,77.76,30.58,33.48,36.38,39.28,42.18,47.98,50.88,53.78,56.68,59.58,62.48,68.28,71.18,74.08,24,26.9,29.8,35.6,38.5,41.4,44.3,47.2,53,55.9,64.6,67.5,70.4,73.3,29.02,31.92,34.82,37.72,40.62,43.52,46.42,49.32,52.22,55.12,58.02,60.92,63.82,69.62,19.54,22.44,25.34,28.24,31.14,34.04,36.94,39.84,42.74,42.74,45.64,48.54,54.34,57.24,15.86,18.76,24.56,27.46,30.36,33.26,36.16,41.96,44.86,50.66,53.56,59.36,9.28,12.18,15.08,17.98,20.88,23.78,26.68,29.58,35.38,38.28,41.18,44.08,46.98,49.88,55.68,0,5.8,8.7,17.4,20.3,23.2,31.7,34.6,37.5,43.3,46.2,49.1,52
n00192,MZN1,18,3,21.85,79.76,82.66,85.56,94.26,88.46,100.06,111.66,70.28,73.18,76.08,78.98,81.88,84.78,87.68,90.58,87.68,84.78,87.68,90.58,96.38,102.18,107.98,78.2,81.1,84,81.1,86.9,92.7,98.5,104.3,68.72,71.62,74.52,77.42,80.32,83.22,80.32,77.42,80.32,83.22,89.02,91.92,97.72,62.14,70.84,79.54,76.64,73.74,88.24,91.14,94.04,58.46,64.26,67.16,70.06,72.96,75.86,72.96,70.06,72.96,75.86,78.76,81.66,84.56,87.46,90.36,93.26,54.78,57.68,69.28,69.28,69.28,75.08,77.98,83.78,89.58,51.1,54,56.9,59.8,65.6,65.6,62.7,65.6,68.5,71.4,74.3,77.2,80.1,83,85.9,44.52,47.42,61.14,37.16,40.06,48.76,51.66,57.46,54.56,51.66,54.56,57.46,60.36,63.26,66.16,71.96,36.38,39.28,42.18,45.08,47.98,53.78,50.88,47.98,50.88,53.78,56.68,62.48,65.38,68.28,29.8,32.7,35.6,41.4,44.3,47.2,50.1,47.2,47.2,50.1,58.8,61.7,64.6,67.5,34.82,37.72,40.62,43.52,46.42,43.52,40.62,43.52,46.42,49.32,52.22,55.12,58.02,63.82,25.34,28.24,31.14,34.04,36.94,39.84,42.74,39.84,36.94,36.94,39.84,42.74,48.54,51.44,21.66,24.56,30.36,33.26,36.16,39.06,36.16,36.16,39.06,44.86,47.76,53.56,15.08,17.98,20.88,23.78,26.68,29.58,32.48,35.38,29.58,32.48,35.38,38.28,41.18,44.08,49.88,5.8,0,2.9,11.6,14.5,17.4,25.9,28.8,31.7,37.5,40.4,43.3,46.2
n00193,MZN1,18,4,24.75,82.66,85.56,88.46,91.36,85.56,97.16,108.76,73.18,76.08,78.98,81.88,84.78,87.68,90.58,87.68,84.78,81.88,84.78,87.68,93.48,99.28,105.08,81.1,84,81.1,78.2,84,89.8,95.6,101.4,71.62,74.52,77.42,80.32,83.22,80.32,77.42,74.52,77.42,80.32,86.12,89.02,94.82,65.04,73.74,76.64,73.74,70.84,85.34,88.24,91.14,61.36,67.16,70.06,72.96,75.86,72.96,70.06,67.16,70.06,72.96,75.86,78.76,81.66,84.56,87.46,90.36,57.68,60.58,72.18,66.38,66.38,72.18,75.08,80.88,86.68,54,56.9,59.8,62.7,68.5,62.7,59.8,62.7,65.6,68.5,71.4,74.3,77.2,80.1,83,47.42,50.32,58.24,40.06,42.96,51.66,54.56,54.56,51.66,48.76,51.66,54.56,57.46,60.36,63.26,69.06,39.28,42.18,45.08,47.98,50.88,50.88,47.98,45.08,47.98,50.88,53.78,59.58,62.48,65.38,32.7,35.6,38.5,44.3,47.2,50.1,47.2,44.3,44.3,47.2,55.9,58.8,61.7,64.6,37.72,40.62,43.52,46.42,43.52,40.62,37.72,40.62,43.52,46.42,49.32,52.22,55.12,60.92,28.24,31.14,34.04,36.94,39.84,42.74,39.84,36.94,34.04,34.04,36.94,39.84,45.64,48.54,24.56,27.46,33.26,36.16,39.06,36.16,33.26,33.26,36.16,41.96,44.86,50.66,17.98,20.88,23.78,26.68,29.58,32.48,35.38,32.48,26.68,29.58,32.48,35.38,38.28,41.18,46.98,8.7,2.9,0,8.7,11.6,14.5,23,25.9,28.8,34.6,37.5,40.4,43.3
n00194,MZN1,18,7,33.45,91.36,94.26,91.36,82.66,76.86,88.46,100.06,81.88,84.78,87.68,90.58,87.68,84.78,81.88,78.98,76.08,73.18,76.08,78.98,84.78,90.58,96.38,84,81.1,72.4,69.5,75.3,81.1,86.9,92.7,80.32,83.22,80.32,77.42,74.52,71.62,68.72,65.82,68.72,71.62,77.42,80.32,86.12,73.74,76.64,67.94,65.04,62.14,76.64,79.54,82.44,70.06,75.86,72.96,70.06,67.16,64.26,61.36,58.46,61.36,64.26,67.16,70.06,72.96,75.86,78.76,81.66,66.38,69.28,63.48,57.68,57.68,63.48,66.38,72.18,77.98,62.7,65.6,68.5,65.6,59.8,54,51.1,54,56.9,59.8,62.7,65.6,68.5,71.4,74.3,56.12,59.02,49.54,48.76,51.66,54.56,51.66,45.86,42.96,40.06,42.96,45.86,48.76,51.66,54.56,60.36,47.98,50.88,53.78,50.88,47.98,42.18,39.28,36.38,39.28,42.18,45.08,50.88,53.78,56.68,41.4,44.3,47.2,47.2,44.3,41.4,38.5,35.6,35.6,38.5,47.2,50.1,53,55.9,46.42,43.52,40.62,37.72,34.82,31.92,29.02,31.92,34.82,37.72,40.62,43.52,46.42,52.22,36.94,39.84,42.74,39.84,36.94,34.04,31.14,28.24,25.34,25.34,28.24,31.14,36.94,39.84,33.26,36.16,36.16,33.26,30.36,27.46,24.56,24.56,27.46,33.26,36.16,41.96,26.68,29.58,32.48,35.38,32.48,29.58,26.68,23.78,17.98,20.88,23.78,26.68,29.58,32.48,38.28,17.4,11.6,8.7,0,2.9,5.8,14.3,17.2,20.1,25.9,28.8,31.7,34.6
